intron_group	seqnames	start	end	width	strand	gene_name	gene_id	SpliceLeft	SpliceRight	SpliceMax	intronicCount	SIRratio
130270	10	101807902	101810183	2282	-	OGA	ENSG00000198408	475	471	475	58	0.0121863812571792
130271	10	101810315	101813029	2715	-	OGA	ENSG00000198408	673	692	692	342	0.050482128757259
130272	10	101813128	101813554	427	-	OGA	ENSG00000198408	871	870	871	11	0.0117634807956449
130273	10	101813607	101817823	4217	-	OGA	ENSG00000198408	375	376	376	62	0.00734777577413284
130274	10	101827401	101827688	288	-	KCNIP2	ENSG00000120049	7	13	13	29	0.484790421769853
130275	10	101827752	101827888	137	-	KCNIP2	ENSG00000120049	26	26	26	0	0
130276	10	101827994	101828150	157	-	KCNIP2	ENSG00000120049	18	17	18	11	0.220080710063318
130277	10	101828259	101828388	130	-	KCNIP2	ENSG00000120049	33	34	34	0	0
130278	10	101828460	101828626	167	-	KCNIP2	ENSG00000120049	23	23	23	1	0.023620650977459
130279	10	101828718	101828818	101	-	KCNIP2	ENSG00000120049	0	0	0	5	0.256372703376369
130280	10	101828850	101829074	225	-	KCNIP2	ENSG00000120049	0	0	0	3	0.0820702008195289
130281	10	101829200	101829843	644	-	KCNIP2	ENSG00000120049	13	1	13	10	0.0967120065946761
130282	10	101829943	101830423	481	-	KCNIP2	ENSG00000120049	0	0	0	18	0.257011641916183
130283	10	101831168	101834266	3099	-	KCNIP2	ENSG00000120049	0	0	0	51	0.14126392169579
130284	10	101847621	101849775	2155	-	ARMH3	ENSG00000120029	134	134	134	12	0.0126035984554049
130285	10	101849893	101889411	39519	-	ARMH3	ENSG00000120029	113	111	113	107	0.00660577179418238
130286	10	101956724	101957649	926	-	ARMH3	ENSG00000120029	101	101	101	0	0
130287	10	101957733	101975211	17479	-	ARMH3	ENSG00000120029	95	99	99	168	0.0227530825266191
130288	10	101975301	101990550	15250	-	ARMH3	ENSG00000120029	67	68	68	19	0.00314773237714881
130289	10	101990612	101991968	1357	-	ARMH3	ENSG00000120029	89	89	89	0	0
130290	10	101992039	101993537	1499	-	ARMH3	ENSG00000120029	77	78	78	4	0.00668302388981778
130291	10	101993604	101995296	1693	-	ARMH3	ENSG00000120029	85	85	85	2	0.00279055150326884
130292	10	101995356	102001970	6615	-	ARMH3	ENSG00000120029	79	67	79	13	0.00483663714265349
130293	10	102002073	102006539	4467	-	ARMH3	ENSG00000120029	61	69	69	15	0.00838553537085379
130294	10	102006634	102009373	2740	-	ARMH3	ENSG00000120029	92	91	92	6	0.00523951318495871
130295	10	102009450	102009976	527	-	ARMH3	ENSG00000120029	75	75	75	2	0.00835420423793234
130296	10	102010024	102011722	1699	-	ARMH3	ENSG00000120029	63	62	63	6	0.00842383075229953
130297	10	102011784	102012832	1049	-	ARMH3	ENSG00000120029	41	42	42	2	0.00489799812873265
130298	10	102012877	102013967	1091	-	ARMH3	ENSG00000120029	62	62	62	0	0
130299	10	102014025	102023476	9452	-	ARMH3	ENSG00000120029	70	70	70	10	0.00263905615346439
130300	10	102023564	102023674	111	-	ARMH3	ENSG00000120029	100	100	100	0	0
130301	10	102023750	102025155	1406	-	ARMH3	ENSG00000120029	87	88	88	3	0.00499382696768955
130302	10	102025249	102029637	4389	-	ARMH3	ENSG00000120029	69	71	71	63	0.0339162154321519
130303	10	102029746	102032932	3187	-	ARMH3	ENSG00000120029	0	0	0	10	0.00803185385312607
130304	10	102033173	102033282	110	-	ARMH3	ENSG00000120029	147	147	147	0	0
130305	10	102033340	102040012	6673	-	ARMH3	ENSG00000120029	134	132	134	31	0.0109037535879289
130306	10	102040126	102056084	15959	-	ARMH3	ENSG00000120029	129	125	129	62	0.00925770527805988
130307	10	102108324	102109028	705	-	LDB1	ENSG00000198728	147	101	147	658	0.375690141857048
130308	10	102109178	102109383	206	-	LDB1	ENSG00000198728	303	302	303	11	0.017696274625965
130309	10	102109508	102109599	92	-	LDB1	ENSG00000198728	623	623	623	6	0.018150045801332
130310	10	102109684	102109920	237	-	LDB1	ENSG00000198728	508	508	508	7	0.010926507995924
130311	10	102110044	102110528	485	-	LDB1	ENSG00000198728	296	291	296	32	0.0255841979341654
130312	10	102110702	102110868	167	-	LDB1	ENSG00000198728	326	331	331	7	0.0112760999391035
130313	10	102110972	102111068	97	-	LDB1	ENSG00000198728	318	318	318	2	0.00649228435618119
130314	10	102111145	102111255	111	-	LDB1	ENSG00000198728	338	338	338	7	0.0222563384427572
130315	10	102111301	102111433	133	-	LDB1	ENSG00000198728	279	279	279	11	0.0349804122994356
130316	10	102111537	102114405	2869	-	LDB1	ENSG00000198728	312	147	312	93	0.0149730009073595
130317	10	102230425	102230477	53	-	PITX3	ENSG00000107859	0	0	0	0	0
130318	10	102231102	102231587	486	-	PITX3	ENSG00000107859	0	0	0	1	1
130319	10	102231791	102231962	172	-	PITX3	ENSG00000107859	0	0	0	0	0
130320	10	102232093	102241332	9240	-	PITX3	ENSG00000107859	0	0	0	1	1
130321	10	102403431	102403841	411	-	PSD	ENSG00000059915	2	2	2	8	0.53464518309239
130322	10	102403986	102404582	597	-	PSD	ENSG00000059915	1	1	1	10	0.618765982707455
130323	10	102404728	102404897	170	-	PSD	ENSG00000059915	4	4	4	8	0.503650196108132
130324	10	102405056	102405182	127	-	PSD	ENSG00000059915	3	3	3	8	0.725397364548541
130325	10	102405254	102405345	92	-	PSD	ENSG00000059915	2	2	2	1	0.259990986526475
130326	10	102405612	102407222	1611	-	PSD	ENSG00000059915	0	0	0	10	0.353152978114666
130327	10	102407267	102408894	1628	-	PSD	ENSG00000059915	0	0	0	8	0.284604414113597
130328	10	102410948	102411057	110	-	PSD	ENSG00000059915	0	0	0	0	0
130329	10	102411117	102411706	590	-	PSD	ENSG00000059915	2	2	2	1	0.0771160383325421
130330	10	102411820	102412146	327	-	PSD	ENSG00000059915	5	5	5	0	0
130331	10	102412228	102412380	153	-	PSD	ENSG00000059915	2	2	2	1	0.145988911336228
130332	10	102412576	102413768	1193	-	PSD	ENSG00000059915	1	1	1	5	0.207847811883342
130333	10	102414198	102414862	665	-	PSD	ENSG00000059915	2	2	2	0	0
130334	10	102415230	102416016	787	-	PSD	ENSG00000059915	0	0	0	1	0.0645048463098544
130335	10	102416120	102416384	265	-	PSD	ENSG00000059915	1	1	1	1	0.163586606789437
130336	10	102417122	102418700	1579	-	PSD	ENSG00000059915	3	1	3	2	0.0519198329108679
130337	10	102418760	102419655	896	-	PSD	ENSG00000059915	0	0	0	1	0.0645048463098544
130338	10	102420289	102420891	603	-	PSD	ENSG00000059915	0	0	0	13	0.798482312875862
130339	10	102423573	102423656	84	-	CUEDC2	ENSG00000107874	562	563	563	1	0.00310199007771108
130340	10	102423718	102423797	80	-	CUEDC2	ENSG00000107874	625	625	625	11	0.0318939625319538
130341	10	102423860	102423995	136	-	CUEDC2	ENSG00000107874	387	388	388	36	0.100833121182011
130342	10	102424179	102424263	85	-	CUEDC2	ENSG00000107874	167	167	167	19	0.0605515765627188
130343	10	102424395	102424498	104	-	CUEDC2	ENSG00000107874	174	175	175	4	0.0130897871895263
130344	10	102424561	102424648	88	-	CUEDC2	ENSG00000107874	357	357	357	3	0.00952948334146909
130345	10	102424793	102425114	322	-	CUEDC2	ENSG00000107874	388	375	388	4	0.00423848679250777
130346	10	102425199	102432525	7327	-	CUEDC2	ENSG00000107874	455	473	473	158	0.00998452883548829
130347	10	102451148	102451385	238	-	C10orf95	ENSG00000120055	0	0	0	28	1
130348	10	102462061	102472834	10774	-	ACTR1A	ENSG00000138107	0	0	0	151	0.010198612439488
130349	10	102480966	102481131	166	-	ACTR1A	ENSG00000138107	195	195	195	2	0.00460212215720775
130350	10	102481173	102481836	664	-	ACTR1A	ENSG00000138107	205	196	205	19	0.0172459253865628
130351	10	102481899	102482000	102	-	ACTR1A	ENSG00000138107	128	130	130	4	0.0185261512590647
130352	10	102482176	102483010	835	-	ACTR1A	ENSG00000138107	162	170	170	32	0.0243816649270494
130353	10	102483104	102484159	1056	-	ACTR1A	ENSG00000138107	197	198	198	16	0.00916340242941932
130354	10	102484377	102485608	1232	-	ACTR1A	ENSG00000138107	157	156	157	6	0.00310046246867124
130355	10	102485734	102488149	2416	-	ACTR1A	ENSG00000138107	243	244	244	10	0.00268116603429873
130356	10	102488276	102489062	787	-	ACTR1A	ENSG00000138107	412	411	412	6	0.00436930596170709
130357	10	102489139	102490548	1410	-	ACTR1A	ENSG00000138107	353	350	353	12	0.00530536586267914
130358	10	102490614	102502599	11986	-	ACTR1A	ENSG00000138107	300	304	304	75	0.00420257461673074
130359	10	102676942	102685815	8874	-	ARL3	ENSG00000138175	332	335	335	110	0.00860332932617685
130360	10	102686002	102689892	3891	-	ARL3	ENSG00000138175	214	214	214	4	0.000765167730134062
130361	10	102689944	102699372	9429	-	ARL3	ENSG00000138175	301	301	301	29	0.00221713927929092
130362	10	102699490	102705345	5856	-	ARL3	ENSG00000138175	462	464	464	7	0.000801743085355157
130363	10	102705490	102714272	8783	-	ARL3	ENSG00000138175	172	170	172	50	0.00426502275144446
130364	10	102830986	102831507	522	-	CYP17A1	ENSG00000148795	1	1	1	1	0.153846153846154
130365	10	102831615	102832510	896	-	CYP17A1	ENSG00000148795	0	0	0	3	0.45
130366	10	102832681	102832992	312	-	CYP17A1	ENSG00000148795	0	0	0	0	0
130367	10	102833209	102834035	827	-	CYP17A1	ENSG00000148795	0	0	0	0	0
130368	10	102834123	102834784	662	-	CYP17A1	ENSG00000148795	0	0	0	0	0
130369	10	102835015	102835253	239	-	CYP17A1	ENSG00000148795	0	0	0	1	0.428571428571429
130370	10	102835594	102836713	1120	-	CYP17A1	ENSG00000148795	0	0	0	0	0
130371	10	102838110	102845183	7074	-	PFN1P11	ENSG00000213061	0	0	0	10	1
130372	10	102846304	102851507	5204	-	AL358790.1	ENSG00000282772	0	0	0	3	0.0703288000797718
130373	10	102851630	102854254	2625	-	AL358790.1	ENSG00000282772	1	1	1	13	0.333965359407234
130374	10	102899473	102900393	921	-	AL356608.2	ENSG00000286575	0	0	0	2	1
130375	10	102900511	102918167	17657	-	AL356608.2	ENSG00000286575	0	0	0	34	1
130376	10	103089909	103090610	702	-	NT5C2	ENSG00000076685	232	226	232	8	0.0151029121868856
130377	10	103090788	103090935	148	-	NT5C2	ENSG00000076685	115	123	123	3	0.0295018734048409
130378	10	103090997	103091563	567	-	NT5C2	ENSG00000076685	225	223	225	7	0.0165271151988143
130379	10	103091616	103093138	1523	-	NT5C2	ENSG00000076685	183	184	184	51	0.041687350179621
130380	10	103093310	103093971	662	-	NT5C2	ENSG00000076685	149	150	150	16	0.0306010393543146
130381	10	103094039	103094347	309	-	NT5C2	ENSG00000076685	161	160	161	0	0
130382	10	103094456	103095938	1483	-	NT5C2	ENSG00000076685	136	136	136	17	0.016806996913657
130383	10	103095981	103097290	1310	-	NT5C2	ENSG00000076685	131	131	131	33	0.0352716635873155
130384	10	103098089	103098930	842	-	NT5C2	ENSG00000076685	5	110	110	37	0.0587145483447024
130385	10	103098985	103099925	941	-	NT5C2	ENSG00000076685	104	104	104	3	0.00437729918915538
130386	10	103100020	103100662	643	-	NT5C2	ENSG00000076685	0	0	0	14	0.0300857263974992
130387	10	103100944	103101044	101	-	NT5C2	ENSG00000076685	19	117	117	10	0.0912042516455436
130388	10	103101103	103101234	132	-	NT5C2	ENSG00000076685	141	138	141	4	0.0384193716363961
130389	10	103101327	103105357	4031	-	NT5C2	ENSG00000076685	141	42	141	27	0.00997624482121412
130390	10	103105382	103105705	324	-	NT5C2	ENSG00000076685	34	136	136	0	0
130391	10	103105802	103106588	787	-	NT5C2	ENSG00000076685	115	113	115	3	0.00508283718761136
130392	10	103106707	103111744	5038	-	NT5C2	ENSG00000076685	163	28	163	6	0.0017755828381792
130393	10	103139480	103140116	637	-	NT5C2	ENSG00000076685	0	0	0	2	0.00423552601747189
130394	10	103169450	103174857	5408	-	NT5C2	ENSG00000076685	0	0	0	79	0.0229896058053702
130395	10	103174983	103181184	6202	-	NT5C2	ENSG00000076685	197	58	197	158	0.0339876310585998
130396	10	103314273	103326533	12261	-	PCGF6	ENSG00000156374	42	42	42	24	0.0059420511491112
130397	10	103326633	103330251	3619	-	PCGF6	ENSG00000156374	0	0	0	8	0.00694213190383258
130398	10	103330369	103333924	3556	-	PCGF6	ENSG00000156374	0	0	0	10	0.00905337346522626
130399	10	103333953	103339501	5549	-	PCGF6	ENSG00000156374	27	2	27	10	0.00561554370703184
130400	10	103339770	103345023	5254	-	PCGF6	ENSG00000156374	0	0	0	8	0.00481361869449358
130401	10	103345133	103347237	2105	-	PCGF6	ENSG00000156374	40	40	40	6	0.0081328707864278
130402	10	103347320	103347394	75	-	PCGF6	ENSG00000156374	0	0	0	0	0
130403	10	103347451	103348715	1265	-	PCGF6	ENSG00000156374	105	106	106	0	0
130404	10	103348813	103348899	87	-	PCGF6	ENSG00000156374	79	79	79	0	0
130405	10	103349000	103350706	1707	-	PCGF6	ENSG00000156374	91	91	91	3	0.00473450618809967
130406	10	103389167	103392190	3024	-	ATP5MD	ENSG00000173915	2101	2101	2101	86	0.00295667777592136
130407	10	103392284	103392370	87	-	ATP5MD	ENSG00000173915	3339	3323	3339	5	0.0033962621277183
130408	10	103392467	103394198	1732	-	ATP5MD	ENSG00000173915	2829	92	2829	60	0.00347098589824228
130409	10	103394395	103395745	1351	-	ATP5MD	ENSG00000173915	133	79	133	41	0.00330276856439645
130410	10	103396033	103396408	376	-	ATP5MD	ENSG00000173915	109	2898	2898	34	0.00776009619539823
130411	10	103447569	103449386	1818	-	CALHM2	ENSG00000138172	69	60	69	115	0.151418130891278
130412	10	103450801	103451082	282	-	CALHM2	ENSG00000138172	31	78	78	6	0.0657065625156031
130413	10	103452037	103452155	119	-	CALHM2	ENSG00000138172	1	33	33	4	0.105201644786218
130414	10	103455748	103458196	2449	-	CALHM1	ENSG00000185933	1	1	1	2	0.105263157894737
130415	10	103473705	103476293	2589	-	CALHM3	ENSG00000183128	2	2	2	0	0
130416	10	103476550	103478745	2196	-	CALHM3	ENSG00000183128	0	0	0	2	0.142857142857143
130417	10	103479998	103494560	14563	-	NEURL1-AS1	ENSG00000235470	0	0	0	3	1
130418	10	103512156	103515340	3185	-	NEURL1-AS1	ENSG00000235470	0	0	0	0	0
130419	10	103515403	103517385	1983	-	NEURL1-AS1	ENSG00000235470	0	0	0	0	0
130420	10	103573977	103582438	8462	-	AL121929.3	ENSG00000287419	0	0	0	4	1
130421	10	103582585	103582711	127	-	AL121929.3	ENSG00000287419	0	0	0	0	0
130422	10	103603790	103605797	2008	-	SH3PXD2A	ENSG00000107957	30	29	30	40	0.102599729595677
130423	10	103605918	103611580	5663	-	SH3PXD2A	ENSG00000107957	36	42	42	106	0.0901211415204503
130424	10	103611631	103612852	1222	-	SH3PXD2A	ENSG00000107957	40	39	40	9	0.0376373698621279
130425	10	103613191	103617196	4006	-	SH3PXD2A	ENSG00000107957	49	49	49	11	0.0155151969591755
130426	10	103617315	103622469	5155	-	SH3PXD2A	ENSG00000107957	56	54	56	26	0.0264251047134135
130427	10	103622554	103627088	4535	-	SH3PXD2A	ENSG00000107957	39	41	41	24	0.0294509163144433
130428	10	103627203	103660982	33780	-	SH3PXD2A	ENSG00000107957	42	42	42	124	0.021179100988255
130429	10	103661115	103668607	7493	-	SH3PXD2A	ENSG00000107957	29	6	29	28	0.0229045896201857
130430	10	103668653	103673437	4785	-	SH3PXD2A	ENSG00000107957	0	0	0	13	0.0190883250253061
130431	10	103673557	103693027	19471	-	SH3PXD2A	ENSG00000107957	0	0	0	104	0.0381258695877629
130432	10	103693057	103693333	277	-	SH3PXD2A	ENSG00000107957	0	0	0	39	0.759102680012913
130433	10	103693479	103693599	121	-	SH3PXD2A	ENSG00000107957	0	0	0	0	0
130434	10	103724362	103735731	11370	-	SH3PXD2A	ENSG00000107957	2	2	2	0	0
130435	10	103735809	103767093	31285	-	SH3PXD2A	ENSG00000107957	2	2	2	3	0.000661031266676923
130436	10	103767170	103801281	34112	-	SH3PXD2A	ENSG00000107957	3	3	3	1	0.000201258167436512
130437	10	103801363	103855194	53832	-	SH3PXD2A	ENSG00000107957	5	5	5	4	0.000508004714887625
130438	10	103882842	103889071	6230	-	STN1	ENSG00000107960	131	132	132	46	0.0107584965132089
130439	10	103889145	103892129	2985	-	STN1	ENSG00000107960	117	117	117	3	0.00150824700164849
130440	10	103892253	103897547	5295	-	STN1	ENSG00000107960	113	113	113	6	0.00167910756141063
130441	10	103897720	103898292	573	-	STN1	ENSG00000107960	152	6	152	3	0.00732326828790761
130442	10	103898378	103898876	499	-	STN1	ENSG00000107960	4	150	150	1	0.00246563694313521
130443	10	103899001	103899959	959	-	STN1	ENSG00000107960	99	3	99	1	0.00145072730467465
130444	10	103900224	103905090	4867	-	STN1	ENSG00000107960	142	142	142	4	0.00120304108854296
130445	10	103905157	103910526	5370	-	STN1	ENSG00000107960	66	66	66	14	0.00401786963179006
130446	10	103910623	103917461	6839	-	STN1	ENSG00000107960	167	167	167	40	0.00837723615373409
130447	10	103917657	103918099	443	-	STN1	ENSG00000107960	101	97	101	28	0.0863363745238377
130448	10	104031594	104032203	610	-	COL17A1	ENSG00000065618	0	0	0	0	0
130449	10	104032291	104032673	383	-	COL17A1	ENSG00000065618	0	0	0	0	0
130450	10	104032755	104032905	151	-	COL17A1	ENSG00000065618	0	0	0	0	0
130451	10	104032969	104033237	269	-	COL17A1	ENSG00000065618	0	0	0	0	0
130452	10	104033607	104033944	338	-	COL17A1	ENSG00000065618	0	0	0	0	0
130453	10	104034335	104034620	286	-	COL17A1	ENSG00000065618	0	0	0	0	0
130454	10	104034768	104035262	495	-	COL17A1	ENSG00000065618	0	0	0	0	0
130455	10	104035374	104035473	100	-	COL17A1	ENSG00000065618	0	0	0	0	0
130456	10	104035564	104036491	928	-	COL17A1	ENSG00000065618	0	0	0	1	0.288135593220339
130457	10	104036633	104037044	412	-	COL17A1	ENSG00000065618	0	0	0	0	0
130458	10	104037114	104037635	522	-	COL17A1	ENSG00000065618	0	0	0	0	0
130459	10	104037774	104038405	632	-	COL17A1	ENSG00000065618	0	0	0	0	0
130460	10	104038529	104039070	542	-	COL17A1	ENSG00000065618	0	0	0	0	0
130461	10	104039122	104039444	323	-	COL17A1	ENSG00000065618	0	0	0	0	0
130462	10	104039520	104039607	88	-	COL17A1	ENSG00000065618	0	0	0	0	0
130463	10	104039641	104039972	332	-	COL17A1	ENSG00000065618	0	0	0	0	0
130464	10	104040000	104040350	351	-	COL17A1	ENSG00000065618	0	0	0	0	0
130465	10	104040411	104041064	654	-	COL17A1	ENSG00000065618	0	0	0	0	0
130466	10	104041119	104041302	184	-	COL17A1	ENSG00000065618	1	1	1	0	0
130467	10	104041345	104041484	140	-	COL17A1	ENSG00000065618	1	1	1	0	0
130468	10	104041539	104042419	881	-	COL17A1	ENSG00000065618	0	0	0	0	0
130469	10	104042456	104043500	1045	-	COL17A1	ENSG00000065618	1	1	1	0	0
130470	10	104043582	104043824	243	-	COL17A1	ENSG00000065618	0	0	0	0	0
130471	10	104043861	104045757	1897	-	COL17A1	ENSG00000065618	0	0	0	0	0
130472	10	104045794	104046746	953	-	COL17A1	ENSG00000065618	0	0	0	0	0
130473	10	104046774	104047738	965	-	COL17A1	ENSG00000065618	0	0	0	0	0
130474	10	104047811	104048068	258	-	COL17A1	ENSG00000065618	0	0	0	0	0
130475	10	104048105	104049408	1304	-	COL17A1	ENSG00000065618	0	0	0	0	0
130476	10	104049472	104050088	617	-	COL17A1	ENSG00000065618	0	0	0	0	0
130477	10	104050125	104050620	496	-	COL17A1	ENSG00000065618	0	0	0	0	0
130478	10	104050657	104050847	191	-	COL17A1	ENSG00000065618	0	0	0	0	0
130479	10	104050902	104051480	579	-	COL17A1	ENSG00000065618	0	0	0	0	0
130480	10	104051517	104052154	638	-	COL17A1	ENSG00000065618	0	0	0	0	0
130481	10	104052218	104053030	813	-	COL17A1	ENSG00000065618	0	0	0	0	0
130482	10	104053136	104053919	784	-	COL17A1	ENSG00000065618	0	0	0	0	0
130483	10	104053983	104054091	109	-	COL17A1	ENSG00000065618	0	0	0	0	0
130484	10	104054119	104054980	862	-	COL17A1	ENSG00000065618	0	0	0	0	0
130485	10	104055008	104055371	364	-	COL17A1	ENSG00000065618	0	0	0	0	0
130486	10	104055402	104055781	380	-	COL17A1	ENSG00000065618	0	0	0	0	0
130487	10	104056004	104056974	971	-	COL17A1	ENSG00000065618	0	0	0	0	0
130488	10	104057173	104058145	973	-	COL17A1	ENSG00000065618	0	0	0	0	0
130489	10	104058191	104059637	1447	-	COL17A1	ENSG00000065618	0	0	0	0	0
130490	10	104059719	104060118	400	-	COL17A1	ENSG00000065618	0	0	0	0	0
130491	10	104060281	104061404	1124	-	COL17A1	ENSG00000065618	0	0	0	0	0
130492	10	104061474	104062257	784	-	COL17A1	ENSG00000065618	0	0	0	0	0
130493	10	104062330	104063537	1208	-	COL17A1	ENSG00000065618	0	0	0	1	0.232227488151659
130494	10	104063644	104063746	103	-	COL17A1	ENSG00000065618	0	0	0	0	0
130495	10	104063819	104064437	619	-	COL17A1	ENSG00000065618	0	0	0	0	0
130496	10	104064597	104070425	5829	-	COL17A1	ENSG00000065618	0	0	0	0	0
130497	10	104070570	104072031	1462	-	COL17A1	ENSG00000065618	0	0	0	0	0
130498	10	104072080	104073209	1130	-	COL17A1	ENSG00000065618	0	0	0	0	0
130499	10	104073246	104073950	705	-	COL17A1	ENSG00000065618	0	0	0	0	0
130500	10	104074020	104074183	164	-	COL17A1	ENSG00000065618	0	0	0	0	0
130501	10	104074232	104076300	2069	-	COL17A1	ENSG00000065618	0	0	0	0	0
130502	10	104076430	104077421	992	-	COL17A1	ENSG00000065618	0	0	0	0	0
130503	10	104077527	104078541	1015	-	COL17A1	ENSG00000065618	0	0	0	0	0
130504	10	104078587	104080621	2035	-	COL17A1	ENSG00000065618	0	0	0	0	0
130505	10	104080685	104085722	5038	-	COL17A1	ENSG00000065618	0	0	0	0	0
130506	10	104130306	104131330	1025	-	CFAP43	ENSG00000197748	0	0	0	2	0.5
130507	10	104131485	104132115	631	-	CFAP43	ENSG00000197748	0	0	0	0	0
130508	10	104132197	104133619	1423	-	CFAP43	ENSG00000197748	0	0	0	1	0.211563731931669
130509	10	104133785	104140841	7057	-	CFAP43	ENSG00000197748	0	0	0	1	0.0477371357718537
130510	10	104141002	104142280	1279	-	CFAP43	ENSG00000197748	0	0	0	0	0
130511	10	104142394	104143425	1032	-	CFAP43	ENSG00000197748	0	0	0	0	0
130512	10	104143640	104145475	1836	-	CFAP43	ENSG00000197748	0	0	0	0	0
130513	10	104145565	104146262	698	-	CFAP43	ENSG00000197748	0	0	0	0	0
130514	10	104146350	104147890	1541	-	CFAP43	ENSG00000197748	0	0	0	0	0
130515	10	104147999	104152606	4608	-	CFAP43	ENSG00000197748	0	0	0	3	0.206881340979268
130516	10	104152727	104161036	8310	-	CFAP43	ENSG00000197748	0	0	0	3	0.119266055045872
130517	10	104161163	104161960	798	-	CFAP43	ENSG00000197748	0	0	0	0	0
130518	10	104162042	104162316	275	-	CFAP43	ENSG00000197748	0	0	0	0	0
130519	10	104162404	104164093	1690	-	CFAP43	ENSG00000197748	0	0	0	0	0
130520	10	104164301	104166487	2187	-	CFAP43	ENSG00000197748	0	0	0	0	0
130521	10	104166719	104167620	902	-	CFAP43	ENSG00000197748	0	0	0	0	0
130522	10	104167738	104168743	1006	-	CFAP43	ENSG00000197748	0	0	0	0	0
130523	10	104168849	104172409	3561	-	CFAP43	ENSG00000197748	1	1	1	0	0
130524	10	104172536	104179028	6493	-	CFAP43	ENSG00000197748	0	0	0	0	0
130525	10	104179107	104179839	733	-	CFAP43	ENSG00000197748	0	0	0	0	0
130526	10	104179933	104182365	2433	-	CFAP43	ENSG00000197748	0	0	0	1	0.129954841946814
130527	10	104182514	104185015	2502	-	CFAP43	ENSG00000197748	0	0	0	0	0
130528	10	104185147	104185973	827	-	CFAP43	ENSG00000197748	0	0	0	0	0
130529	10	104186124	104187319	1196	-	CFAP43	ENSG00000197748	0	0	0	0	0
130530	10	104187493	104188269	777	-	CFAP43	ENSG00000197748	0	0	0	0	0
130531	10	104188411	104192198	3788	-	CFAP43	ENSG00000197748	0	0	0	0	0
130532	10	104192303	104193865	1563	-	CFAP43	ENSG00000197748	0	0	0	0	0
130533	10	104194015	104196852	2838	-	CFAP43	ENSG00000197748	0	0	0	1	0.116999592335915
130534	10	104196934	104197921	988	-	CFAP43	ENSG00000197748	0	0	0	0	0
130535	10	104198039	104203671	5633	-	CFAP43	ENSG00000197748	0	0	0	1	0.0599978300965607
130536	10	104203804	104205962	2159	-	CFAP43	ENSG00000197748	0	0	0	0	0
130537	10	104206034	104207664	1631	-	CFAP43	ENSG00000197748	0	0	0	1	0.194228634850166
130538	10	104207825	104212006	4182	-	CFAP43	ENSG00000197748	0	0	0	0	0
130539	10	104212158	104214258	2101	-	CFAP43	ENSG00000197748	1	1	1	0	0
130540	10	104225558	104230589	5032	-	CFAP43	ENSG00000197748	0	0	0	0	0
130541	10	104230844	104232181	1338	-	CFAP43	ENSG00000197748	0	0	0	1	0.232227488151659
130542	10	104316065	104328864	12800	-	ITPRIP	ENSG00000148841	0	0	0	33	0.0178657567802061
130543	10	104333499	104333626	128	-	ITPRIP	ENSG00000148841	0	0	0	0	0
130544	10	104334998	104338245	3248	-	ITPRIP	ENSG00000148841	0	0	0	7	0.0147873489430534
130545	10	104351928	104353117	1190	-	CFAP58-DT	ENSG00000231233	0	0	0	3	1
130546	10	104475654	104476901	1248	-	LINC02620	ENSG00000225768	0	0	0	0	0
130547	10	104477058	104480132	3075	-	LINC02620	ENSG00000225768	0	0	0	0	0
130548	10	104665134	104665448	315	-	SORCS3-AS1	ENSG00000226387	0	0	0	0	0
130549	10	105808992	105817917	8926	-	LINC02627	ENSG00000229466	0	0	0	0	0
130550	10	105818027	105819067	1041	-	LINC02627	ENSG00000229466	0	0	0	0	0
130551	10	105819214	105820158	945	-	LINC02627	ENSG00000229466	0	0	0	0	0
130552	10	105985771	105987319	1549	-	AL589166.1	ENSG00000286609	0	0	0	0	0
130553	10	106577643	106579090	1448	-	SORCS1	ENSG00000108018	0	0	0	1	0.211563731931669
130554	10	106579252	106579368	117	-	SORCS1	ENSG00000108018	0	0	0	0	0
130555	10	106579475	106597350	17876	-	SORCS1	ENSG00000108018	0	0	0	0	0
130556	10	106600722	106607165	6444	-	SORCS1	ENSG00000108018	0	0	0	0	0
130557	10	106607298	106611910	4613	-	SORCS1	ENSG00000108018	0	0	0	0	0
130558	10	106612024	106618148	6125	-	SORCS1	ENSG00000108018	0	0	0	0	0
130559	10	106618273	106620427	2155	-	SORCS1	ENSG00000108018	0	0	0	0	0
130560	10	106620562	106629201	8640	-	SORCS1	ENSG00000108018	0	0	0	0	0
130561	10	106629389	106652381	22993	-	SORCS1	ENSG00000108018	1	1	1	2	0.0128205128205128
130562	10	106667309	106667688	380	-	SORCS1	ENSG00000108018	0	0	0	0	0
130563	10	106667803	106671236	3434	-	SORCS1	ENSG00000108018	1	1	1	0	0
130564	10	106671368	106672867	1500	-	SORCS1	ENSG00000108018	0	0	0	0	0
130565	10	106672986	106675048	2063	-	SORCS1	ENSG00000108018	0	0	0	0	0
130566	10	106675157	106677312	2156	-	SORCS1	ENSG00000108018	0	0	0	0	0
130567	10	106677405	106679255	1851	-	SORCS1	ENSG00000108018	0	0	0	0	0
130568	10	106679333	106679631	299	-	SORCS1	ENSG00000108018	0	0	0	0	0
130569	10	106679735	106688191	8457	-	SORCS1	ENSG00000108018	0	0	0	1	0.0403190075321223
130570	10	106688339	106699213	10875	-	SORCS1	ENSG00000108018	0	0	0	0	0
